title,views,date_time,likes,video_link,description
"Deep Drowsiness Detection using YOLO, Pytorch and Python",204K views,2 years ago,4.3K,https://www.youtube.com/watch?v=tFNJGim3FXw,"Want to leverage YOLO object detection for safety?

One great implementation is using it to determine when drivers might be feeling a little drowsy. In this video we’re going to do exactly"
Pose Estimation with the Fastest Python Deep Learning Model | MoveNet Lightning,50K views,2 years ago,1.1K,https://www.youtube.com/watch?v=SSW9LzOJSus,"MoveNet Lightning is hella fast and great for fitness applications. In this vid, you'll learn how to use it!

In this video you'll learn how to: "
Build a ML Classification Model in 12 Lines with PyCaret,17K views,2 years ago,603,https://www.youtube.com/watch?v=sL-4rWuEiVw,"Want to get started with low-code machine learning FAST?

Well PyCaret is the library for you, it allows you to leverage state of the art ml pipeline to build your machine learning models. You can"
Build a Grammar Correction Python App with Gramformer and Gradio,17K views,2 years ago,564,https://www.youtube.com/watch?v=4htP-hmIBvc,"My grammar sucks at the best of times. 

Enter Gramformer."
Sign Language Detection using ACTION RECOGNITION with Python | LSTM Deep Learning Model,325K views,2 years ago,6.4K,https://www.youtube.com/watch?v=doDUihpj6ro,"Want to take your sign language model a little further?

In this video, you'll learn how to leverage action detection to do so!"
Machine Learning Explainability & Bias Detection with Watson OpenScale,4.6K views,2 years ago,179,https://www.youtube.com/watch?v=wJsUY7IxsvU,"So you've built a model.

It's deployed. "
Exploratory Data Analysis with the Binance API using Python and Pandas | MLTrader EP1,43K views,2 years ago,1.4K,https://www.youtube.com/watch?v=4aqx5P2Y38U,"Want to start your own crypto analysis?

Keen to apply a little Python or Data Science to your finances?"
Reinforcement Learning in 3 Hours | Full Course using Python,356K views,2 years ago,8.1K,https://www.youtube.com/watch?v=Mut_u40Sqz4,"Want to get started with Reinforcement Learning?

This is the course for you!"
Sentiment Analysis with BERT Neural Network and Python,91K views,2 years ago,2.5K,https://www.youtube.com/watch?v=szczpgOEdXs,"Want to leverage advanced NLP to calculate sentiment?

Can't be bothered building a model from scratch?"
How to Break Into Data Science and Machine Learning and Land your DREAM JOB!,4.3K views,2 years ago,294,https://www.youtube.com/watch?v=xSElsMUqFqI,"Want to work into Machine Learning?

Ready to become a Data Scientist but not sure how?"
Instance Segmentation using Mask-RCNN with PixelLib and Python,33K views,2 years ago,834,https://www.youtube.com/watch?v=i_-ud01wFhc,"Mastered image classification?

Pushed the boundaries of object detection?"
The ONE weird technique I used to learn DATA SCIENCE in 3 months,17K views,2 years ago,983,https://www.youtube.com/watch?v=cCmGg_Pn9K8,"So about three years ago I set out to become a data scientist. I struggled learning and remembering all the stuff out there that I needed to know. I did course after course, tutorial after tutorial and nothing ever really stuck. 
"
Body Segmentation with Python and Tensorflow BodyPix | Plus and AI Background Removal,11K views,2 years ago,258,https://www.youtube.com/watch?v=0tB6jG55mig,"Want to strip out your background using nothing but a webcam and AI?

Don’t have a green screen but still want a virtual background?"
AI Powered Iris Tracking with WebGazer.Js,28K views,2 years ago,641,https://www.youtube.com/watch?v=Wh77ZGdIaZQ,"Want to get started with Iris Tracking?

Interested in human computer interaction?"
Automatic Number Plate Recognition using Tensorflow and EasyOCR Full Course in 2 Hours | Python,268K views,2 years ago,4.9K,https://www.youtube.com/watch?v=0-4p_QgrdbE,"Want to be able to perform number plate recognition in real time?

Well in this course you'll learn how to do exactly that!"
AI Text and Code Generation with GPT Neo and Python | GPT3 Clone,69K views,2 years ago,1.9K,https://www.youtube.com/watch?v=6MI0f6YjJIk,"Want to get your hands on GPT3 but cbbd waiting for access?

Need to kick off some AI powered text gen ASAP?"
AI Hand Pose Estimation with MediaPipe | Detect Left and Right Hand + Calculate Angles,32K views,2 years ago,607,https://www.youtube.com/watch?v=EgjwKM3KzGU,"Want to do more with MediaPipe hand pose?

Well you can!"
AI Hand Pose Estimation with MediaPipe and Python,59K views,2 years ago,1.3K,https://www.youtube.com/watch?v=vQZ4IvB07ec,"Short and simple hand detection and tracking using MediaPipe. I wanted to write more for this description but I'm hella tired. I'm not actually sure anyone actually reads these anyway. Anyway, here's some keywords for the algorithm; AI, Machine Learning, Synergy, Efficiency, Python, Super Fast Amazing Biggest Tutorial ever. "
AI Body Language Decoder with MediaPipe and Python in 90 Minutes,68K views,2 years ago,1.8K,https://www.youtube.com/watch?v=We1uB79Ci-w,"Want to start decoding body language?

Need to see who’s really saying what in that interview?"
AI Pose Estimation with Python and MediaPipe | Plus AI Gym Tracker Project,168K views,2 years ago,3.9K,https://www.youtube.com/watch?v=06TE_U21FK4,"Tired of stacking reps at the gym?

Been lifting heavy and just can't seem to lift that pen? (actually lol'd)"
Tensorflow Object Detection in 5 Hours with Python | Full Course with 3 Projects,1.2M views,2 years ago,31K,https://www.youtube.com/watch?v=yqkISICHH-U,"Want to get up to speed on AI powered Object Detection but not sure where to start?

Want to start building your own deep learning Object Detection models?"
AI Face Body and Hand Pose Detection with Python and Mediapipe,124K views,2 years ago,3.3K,https://www.youtube.com/watch?v=pG4sUNDOZFg,"Want to start building body pose based apps?

Maybe want to control your screen using nothing but gestures!"
Live Speech to Text with Watson Speech to Text and Python | FREE Speech to Text API,49K views,2 years ago,1.1K,https://www.youtube.com/watch?v=YCyuZM454_I,"Want to skip out on copying down lecture notes?

Maybe you want a live transcript from a meeting?"
Automate Stocks and Crypto Research with Python and Deep Learning | Full Python Project,17K views,2 years ago,720,https://www.youtube.com/watch?v=YbKnsJQKazA,"Tired of trying to monitor the stock or crypto markets?

Not sure where to turn to get your new trading ideas?"
Custom Indicators for Reinforcement Learning Trading Tutorial | $GME Python Trading PT2,36K views,2 years ago,964,https://www.youtube.com/watch?v=q-Uw9gC3D4o,"So you watched the first tutorial....

Performance for our GME RL Bot was...meh"
Reinforcement Learning for Trading Tutorial | $GME RL Python Trading,112K views,2 years ago,2.6K,https://www.youtube.com/watch?v=D9sU1hLT0QY,"Heard about RL?

What about $GME?"
Python Reinforcement Learning Tutorial for Beginners in 25 Minutes,48K views,2 years ago,1K,https://www.youtube.com/watch?v=nRHjymV2PX8,"Want to break into Reinforcement Learning with Python?

Just not too sure where or how to start?"
How to Learn DATA SCIENCE Ridiculously FAST,51K views,2 years ago,3K,https://www.youtube.com/watch?v=oLpBGtY-_sI,"Want to learn data science?

But not too sure where to start?"
Calculating Tensorflow Object Detection Metrics with Python | Mean Average  Precision (mAP) & Recall,26K views,2 years ago,461,https://www.youtube.com/watch?v=-HbCA0WGbBg,"Finished building your object detection model?

Want to see how it stacks up against benchmarks?"
5 FREE Machine Learning and Data Science Datasets for Your Next Experiment,2K views,2 years ago,122,https://www.youtube.com/watch?v=aJQAeMswAvg,"Finding data for a data science project can be hard...

WHAT?!"
Generate Blog Posts with GPT2 & Hugging Face Transformers | AI Text Generation GPT2-Large,29K views,2 years ago,931,https://www.youtube.com/watch?v=cHymMt1SQn8,"Writing blog posts and emails can be tough at the best of times.

TBH, some days just writing anything can be a struggle"
AI Blog Post Summarization with Hugging Face Transformers & Beautiful Soup Web Scraping,14K views,2 years ago,601,https://www.youtube.com/watch?v=JctmnczWg0U,"Millions of new blog posts are written each day. 

Thousands of tweets are set free to the world each second. "
Voice Controlled React.JS Apps with Tensorflow.JS | Javascript AI,5K views,2 years ago,151,https://www.youtube.com/watch?v=5bnBE950SHQ,"Want to start using Voice Control in your Apps?

Well, it's not as hard as you might think!"
Speech Command Recognition With Tensorflow.JS and React.JS | Javascript AI,17K views,2 years ago,486,https://www.youtube.com/watch?v=wzWcaLkCy1w,"Speech is a powerful medium. 

Words have shaped nations, built empires and rallied masses. "
Capturing Object Detection History with Tensorflow Object Detection and Python,6.1K views,2 years ago,151,https://www.youtube.com/watch?v=UPS54i7Km30,"Want to start capturing your detections?

Maybe you have a deployed model and want to check what was detected and when?"
NLP Powered Q&A with React.Js and Tensorflow.Js BERT,13K views,2 years ago,390,https://www.youtube.com/watch?v=IO1tjm9gcIs,"Want to extract deeper insights from text?

Need to start plugging in some NLP into your WebApps?"
A.I. Learns to Play Space Invaders | Reinforcement Learning,9.2K views,2 years ago,243,https://www.youtube.com/watch?v=pvPc7tQkVA8,"Suck at games?

Keep getting beaten?"
AI Text Summarization with Hugging Face Transformers in 4 Lines of Python,43K views,2 years ago,1.2K,https://www.youtube.com/watch?v=TsfLm5iiYb4,"There’s sooo much content to take in these days. 

Blog posts coming out left, right and centre. "
I Tried Teaching AI Sign Language,5.5K views,2 years ago,185,https://www.youtube.com/watch?v=Bpaa560qN9U,"I came up with an idea a little while ago. 

Build code that helps the world out just a little bit!"
Forecasting Weather with Neural Prophet and Python,34K views,2 years ago,1K,https://www.youtube.com/watch?v=mgX0Iz4q0bE,"Tired of sucky weather forecasts?

Want to make the most of those sunny days when they come?"
Building a Custom Environment for Deep Reinforcement Learning with OpenAI Gym and Python,120K views,2 years ago,2.4K,https://www.youtube.com/watch?v=bD6V3rcr_54,"Tired of working with standard OpenAI Environments?

Want to get started building your own custom Reinforcement Learning Environments?"
Neural Style Transfer Tutorial with Tensorflow and Python in 10 Minutes,37K views,3 years ago,1K,https://www.youtube.com/watch?v=bFeltWvzZpQ,"Getting started with generative AI?

Want to learn how to make art with Tensorflow?"
Focus on These TOP 7 Data Science SKILLS in 2021,8.7K views,3 years ago,592,https://www.youtube.com/watch?v=sNNFEKZhOlA,"Started on your data science journey but a little stuck?

Not too sure what to you should be learning next?"
Deep Reinforcement Learning for Atari Games Python Tutorial | AI Plays Space Invaders,51K views,3 years ago,1.1K,https://www.youtube.com/watch?v=hCeJeq8U0lo,"Suck at playing games?

Need to start smashing your friends at retro Atari?"
Tensorflow Tutorial for Python in 10 Minutes,320K views,3 years ago,7.7K,https://www.youtube.com/watch?v=6_2hzRopPbQ,"Want to build a deep learning model?

Struggling to get your head around Tensorflow?"
Deploying Machine Learning Models Online with Watson Machine Learning | Python Scikit-Learn,16K views,3 years ago,369,https://www.youtube.com/watch?v=tUHl5TiP_oA,"You’ve scoured the web and collected a ton of data. 

You’ve done a bunch of Exploratory Data Analysis. "
Time Series Forecasting with Facebook Prophet and Python in 20 Minutes,95K views,3 years ago,2.6K,https://www.youtube.com/watch?v=KvLG1uTC-KU,"Trying to forecast the next best stock?

Want to predict the weather?"
Python ANPR with OpenCV and EasyOCR in 25 Minutes | Automatic Number Plate Recognition Tutorial,187K views,3 years ago,3.7K,https://www.youtube.com/watch?v=NApYP_5wlKY,"Tired of searching for your Uber?

Trying to get a better idea of who’s stealing your car park?"
Custom Handpose Gesture Detection with Tensorflow.Js and React.Js | Deep Learning Hand Tracking,10K views,3 years ago,186,https://www.youtube.com/watch?v=WajtPtLAg-o,"Want to start detecting your own custom gestures?

Want to leverage deep learning for hand tracking?"
Install Tensorflow Object Detection From Scratch in 5 Steps | Python Deep Learning,155K views,3 years ago,2.3K,https://www.youtube.com/watch?v=dZh_ps8gKgs,"Running into errors?

Tired of seeing ""ERROR: XXXXX something didn't go right"""
Deploy Tensorflow.Js Object Detection Apps in 20 Minutes | Computer Vision React.Js,13K views,3 years ago,255,https://www.youtube.com/watch?v=2dwSXXMFhPY,"localhost:3000?

Meh."
5 THINGS I WISH I KNEW Before Starting Data Science,42K views,3 years ago,2.2K,https://www.youtube.com/watch?v=B5emClQf_I4,"So you're trying to learn Data Science?

But maybe, just maybe, you want a kick start. "
Building a Real Time Sign Language Detection App with React.JS and Tensorflow.JS | Deep Learning,71K views,3 years ago,1.6K,https://www.youtube.com/watch?v=ZTSRZt04JkY,"Tired of just using your Python Tensorflow Object Detection model in OpenCV?

Want to showcase your work in a standalone app?"
Building an Object Detection App with Tensorflow.JS and React.JS in 15 Minutes | COCO SSD,95K views,3 years ago,2K,https://www.youtube.com/watch?v=uTdUUpfA83s,"Want to build your very own object detection app?

Tried, but maybe it took a little too long?"
Optical Character Recognition with EasyOCR and Python | OCR PyTorch,119K views,3 years ago,2.2K,https://www.youtube.com/watch?v=ZVKaWPW9oQY,"Need to extract text from an image?

Tired of manually transcribing?"
Real Time Sign Language Detection with Tensorflow Object Detection and Python | Deep Learning SSD,525K views,3 years ago,10K,https://www.youtube.com/watch?v=pDXdlXlaCco,"Language barriers are very much still a real thing. 

We can take baby steps to help close that."
Real Time Face Mask Detection with Tensorflow and Python | Custom Object Detection w/ MobileNet SSD,236K views,3 years ago,4.3K,https://www.youtube.com/watch?v=IOI0o3Cxv9Q,"Ever wanted to build your very own custom object detector?

Got lost with all the tutorials and installation?"
Automated Time Series Forecasting in Planning Analytics (and more!),3K views,3 years ago,76,https://www.youtube.com/watch?v=02ChRbyYQWg,"Want to amp up your forecast accuracy?

Ready to ramp up into rolling forecasts?"
Day in the Life of a DATA SCIENTIST *wfh edition*,136K views,3 years ago,2.2K,https://www.youtube.com/watch?v=bVCrzoIVudU,"Ever wanted to know what a Data Scientist does in a day?

Well I thought I’d share what a ‘typical day’ looks like for me.  "
Agile Project Management for Data Projects in 14 Minutes,16K views,3 years ago,499,https://www.youtube.com/watch?v=ERWZhMZuJfs,"Need a crash course on how to manage your next data project?

Want to use Agile but not sure where to start?"
Python Voice Translation in 17 Minutes with Watson Speech to Text and Language Translator,14K views,3 years ago,327,https://www.youtube.com/watch?v=WewKL2wSaxs,"Watson NLP API's on their own are pretty neat...but

...by stacking multiple together you can unleash a heap of NLP prowess. "
Real Time AI GESTURE RECOGNITION with Tensorflow.JS + React.JS + Fingerpose,61K views,3 years ago,1.2K,https://www.youtube.com/watch?v=9MTiQMxTXPE,"Mouse? 

Keyboard?"
AI Resume Insights in 20 Minutes Using Personality Insights and Python,11K views,3 years ago,303,https://www.youtube.com/watch?v=sylpzyltetE,"HEADS UP EVERYONE, THIS API HAS NOW BEEN DEPRECATED!

Tired of going through resume’s one by one?"
Presidential Debate Twitter Sentiment Analysis using Python and NLTK,17K views,3 years ago,574,https://www.youtube.com/watch?v=_EgqxIoUE7U,"Imagine you’ve got customer review. 

Working out whether it’s a good or bad review is pretty easy right? "
Real Time Body Segmentation Tutorial with Tensorflow.JS and React.JS,15K views,3 years ago,279,https://www.youtube.com/watch?v=KAaXbGr9o0s,"Semantic segmentation means more than just detecting body parts…

In fact, it’s leading to rapid improvements in medical diagnosis, autonomous vehicles and materials science. "
"Real Time AI HAND POSE Estimation with Javascript, Tensorflow.JS and React.JS",34K views,3 years ago,766,https://www.youtube.com/watch?v=f7uBsb-0sGQ,"Want to get started with gesture detection?

Or maybe you're interested in sign language recognition?"
AI Speech to Text for LONG Files in 15 Minutes with Watson STT and Python,14K views,3 years ago,425,https://www.youtube.com/watch?v=ZUsaIOTJvM4,"Bored of those dull lectures?

Tired of watching replays of tedious meetings?"
Real Time AI Face Landmark Detection in 20 Minutes with Tensorflow.JS and React,113K views,3 years ago,2.7K,https://www.youtube.com/watch?v=7lXYGDVHUNw,"Ever wondered how snapchat filters work?

Three words...facial landmark recognition!"
Building a AI Budget Bot for Planning Analytics with Watson Assistant in 20 Minutes,1.7K views,3 years ago,38,https://www.youtube.com/watch?v=zUvnUQeBLb8,"Tired of the long hours?

Budget commentary driving you up the wall?"
Serverless Functions for TM1/Planning Analytics in 20 Minutes,1.3K views,3 years ago,33,https://www.youtube.com/watch?v=LPhrWzlM_8w,"Want to interact with your Planning Analytics environment…from anywhere?

Say hello to cloud functions!"
Transcribe Video to Text with Python and Watson in 15 Minutes,40K views,3 years ago,953,https://www.youtube.com/watch?v=FM6kHcXpw98,"Tired of taking lecture notes?

Bored of writing down meeting minutes?"
Real Time Pose Estimation with Tensorflow.Js and Javascript,38K views,3 years ago,699,https://www.youtube.com/watch?v=PyxsziqatFE,"Been trying to perfect your golf swing?

Maybe, you've been working on the perfect salsa steps. "
NumPy for Beginners in 15 minutes | Python Crash Course,30K views,3 years ago,1K,https://www.youtube.com/watch?v=uRsE5WGiKWo,"Kick start your journey to data science with NumPy! 

In just 15 minutes you'll learn everything your need to know to get up and running with NumPy. This video goes through everything from installin"
Deep Reinforcement Learning Tutorial for Python in 20 Minutes,176K views,3 years ago,4.3K,https://www.youtube.com/watch?v=cO5g5qLrLSo,"Worked with supervised learning?

Maybe you’ve dabbled with unsupervised learning. "
Analyse ANY Conversation in 10 Minutes with Python and Watson Tone Analyser,6K views,3 years ago,176,https://www.youtube.com/watch?v=u7WXnFvX0d4,"Tone is important.

Conversational tone can positively (AND negatively) influence a lot of outcomes. "
Language Translation and Identification in 10 Minutes with Python and Watson AI,14K views,3 years ago,349,https://www.youtube.com/watch?v=_jLRKUuBUtY,"Language barriers are a thing of the past right?

Ahhh, not quite!"
Pandas for Data Science in 20 Minutes | Python Crash Course,94K views,3 years ago,3.9K,https://www.youtube.com/watch?v=tRKeLrwfUgU,"Want to get up to speed with Pandas FAST?

"
AI Text to Speech in 10 Minutes with Python and Watson TTS,81K views,3 years ago,1.4K,https://www.youtube.com/watch?v=8k8S5ruFAUs,"Tired of speaking on webex?

Not so pumped to give that speech?"
Build a Face Mask Detector in 20 Minutes with Watson and Python,54K views,3 years ago,1.3K,https://www.youtube.com/watch?v=T9KfYaS9hwQ,"We’re living in strange times at the moment. 

And it seems like wearing masks in public are becoming the norm. "
Converting Speech to Text in 10 Minutes with Python and Watson,42K views,3 years ago,831,https://www.youtube.com/watch?v=A9_0OgW1LZU,"Want to amp up your study notes?

Need to get started with NLP but only have audio files?"
Analyzing Twitter Accounts with Python and Personality Insights,6.1K views,3 years ago,194,https://www.youtube.com/watch?v=Ee0kLCMhqeM,"Ever wanted to get a better handle on Twitter feeds?

Keen to know what makes celebs tick?"
Build FAST Machine Learning Apps with Javascript React.Js and Watson || Python ML PT.6,19K views,3 years ago,342,https://www.youtube.com/watch?v=Oi1FyKbivdg,"Tired of showing your machine learning apps in a Jupyter Notebook?

Want to show off all of your ML prowess in a slick app?"
Mind Blowing Machine Learning Apps with Node.JS and Watson Machine Learning || Python ML PT.5,12K views,3 years ago,207,https://www.youtube.com/watch?v=2b_xDzrBv6c,"Want to know what the best part of machine learning is?!

Using it for stuff!!"
Deploying Machine Learning Models with Watson Machine Learning || Python Machine Learning PT.4,5.1K views,3 years ago,78,https://www.youtube.com/watch?v=_2gHffpM9Q8,"So…you’ve built a machine learning model.

Now, how do you ‘get it’ into your app?"
Python Machine Learning with Scikit Learn - Regression || Python Machine Learning PT.3,8.6K views,3 years ago,258,https://www.youtube.com/watch?v=LglAar_m5ZY,"The modelling phase of the data science lifecycle is without a doubt the most fun part, it's where you get to select a bunch of algorithms and train them to detect patterns within your data. 
"
Preparing Pandas Dataframes for Machine Learning || Python Machine Learning PT.2,7.5K views,3 years ago,203,https://www.youtube.com/watch?v=FFM8YUKzT8o,So before you jump right into the deep end with machine learning you need to work out what to do with your data. This is where data preparation comes in. It's where you'll probably spend 80% of your time when working on Data Science projects but it's often also where you're able to contribute the most value. 
Exploratory Data Analysis With Pandas || Python Machine Learning PT.1,26K views,3 years ago,731,https://www.youtube.com/watch?v=rr-KwIjinpM,"Want to know what a modern day superpower looks like…

Just learn machine learning with Python!"
Optimizing Resource Allocation with Docplex and Planning Analytics || Marketing Opt PT.4,2K views,3 years ago,38,https://www.youtube.com/watch?v=EzhzJyu77y8,"Choose wisely you must…

…or just have Decision Optimisation choose for you!"
Building Marketing Dashboards with Planning Analytics Workspace || Marketing Opt PT.3,958 views,3 years ago,17,https://www.youtube.com/watch?v=x-VQ0Nr-Pg0,"Alrighty, we’re onto part three of the marketing optimisation series!

By now, you’ve built a cube."
Loading Data into Planning Analytics with Python || Marketing Opt PT.2,2.1K views,3 years ago,51,https://www.youtube.com/watch?v=Qg8DwCzXg24,"Not quite sure if you could be doing better with your marketing?

Wish you could eek out just a little more out of your spend?"
Solving Optimization Problems with Python Linear Programming,74K views,3 years ago,1.5K,https://www.youtube.com/watch?v=ufYtueq2DCw,"Want to solve complex linear programming problems faster?

Throw some Python at it!"
Optimizing Marketing Spend using Linear Programming || Marketing Opt PT.1,5.1K views,3 years ago,79,https://www.youtube.com/watch?v=KE33E_Ilta4,"Not quite sure if you could be doing better with your marketing?

Wish you could eek out just a little more out of your spend?"
AI vs Machine Learning vs Deep Learning vs Data Science,5.4K views,3 years ago,289,https://www.youtube.com/watch?v=iPUWwpocc1c,"Not sure whether to use Deep Learning or Data Science?

Someone told you to use TensorFlow instead of PyTorch?"
Automate Budgeting with Python and Planning Analytics,22K views,3 years ago,374,https://www.youtube.com/watch?v=6iHFdS_PQjc,"Copying and pasting last month's budget?

Tired of the same 'ol forecast?"
Sales Forecasting in Excel with Machine Learning and Python Automation,28K views,3 years ago,557,https://www.youtube.com/watch?v=pCuV_7H2vyQ,"Tired of manually creating a sales forecast each month?

Over copying and pasting last year's estimate?"
Predicting Churn with Automated Python Machine Learning,8K views,3 years ago,213,https://www.youtube.com/watch?v=TsK289LVlrY,"Churn is a destroyer of businesses....

So how do you get ahead of it, you learn how to predict it. "
Javascript Chatbot From Scratch with React.Js [Part 2],21K views,3 years ago,309,https://www.youtube.com/watch?v=-rejmmjSnHM,"Want to build your very own chatbot app?

This video runs through how to do just that. In the second part of this two part series we'll go through:"
Chatbot App Tutorial with Javascript Node.js [Part 1],24K views,3 years ago,352,https://www.youtube.com/watch?v=D_doogJln14,"Want to build your very own chatbot app?

This video runs through how to do just that. In part one of this two part series we'll go through:"
Building a Reddit Keyword Research Chatbot,1.3K views,3 years ago,42,https://www.youtube.com/watch?v=s6cw6R5hu5c,"Working out what to write about can be a nightmare. 

This applies if you're creating YouTube videos, blogging, and creating just about any type of content. "
Shopify Customer Service Chatbot using Python Automation,6.5K views,3 years ago,123,https://www.youtube.com/watch?v=xof1OgxcRhY,"Tired of the same ol' sucky customer service?

You're not alone!"
Chatbot Crash Course for Absolute Beginners - Full 20 Minute Tutorial,6.8K views,3 years ago,118,https://www.youtube.com/watch?v=CeId265HGnM,"Let's face it, everybody wants a chatbot...

And ya know what? Everybody can have one!"
AI learns what to do next using Tensorflow and Python,1.5K views,4 years ago,29,https://www.youtube.com/watch?v=nxRRf0ebPxU,"What if you could predict what's going to happen next? Maybe it'd make life just that little bit easier. In this post I run through how to predict the next most likely event using Python and TensorFlow 2. 
"
